id,landmark_id
oxford_001563,12
balliol_000155,2
oriel_000050,11
magdalen_001038,9
magdalen_000163,9
magdalen_000105,9
bodleian_000384,3
ashmolean_000097,1
christ_church_000375,4
oxford_002428,12
oxford_001214,12
oxford_002031,12
magdalen_001058,9
oxford_002564,12
oxford_000655,12
oxford_001639,12
keble_000199,8
bodleian_000094,3
jesus_000283,7
oxford_002670,12
oxford_001058,12
magdalen_000545,9
oxford_002376,12
pitt_rivers_000189,13
oxford_001380,12
all_souls_000028,0
jesus_000281,7
magdalen_000104,9
oxford_002980,12
magdalen_001086,9
oxford_000585,12
oxford_002823,12
all_souls_000093,0
oxford_003657,12
oxford_002654,12
new_000703,10
oxford_001343,12
magdalen_000746,9
balliol_000167,2
oxford_001720,12
magdalen_000193,9
new_000102,10
oxford_002583,12
hertford_000112,6
magdalen_001088,9
trinity_000138,15
oxford_003494,12
hertford_000053,6
ashmolean_000259,1
new_000033,10
bodleian_000361,3
new_001080,10
oxford_001227,12
oxford_002530,12
oxford_002499,12
new_000185,10
christ_church_000901,4
radcliffe_camera_000072,14
trinity_000070,15
magdalen_000511,9
new_000814,10
oxford_001480,12
new_000476,10
bodleian_000282,3
hertford_000105,6
jesus_000398,7
radcliffe_camera_000120,14
radcliffe_camera_000015,14
oxford_000011,12
magdalen_000687,9
oxford_003159,12
trinity_000016,15
oxford_003142,12
christ_church_000452,4
radcliffe_camera_000074,14
cornmarket_000116,5
christ_church_000014,4
trinity_000289,15
magdalen_000036,9
keble_000208,8
radcliffe_camera_000113,14
oxford_000897,12
trinity_000123,15
christ_church_000896,4
radcliffe_camera_000063,14
oxford_003373,12
christ_church_000576,4
oxford_001322,12
magdalen_000531,9
pitt_rivers_000075,13
oriel_000000,11
magdalen_000521,9
bodleian_000083,3
all_souls_000075,0
worcester_000093,16
hertford_000074,6
radcliffe_camera_000466,14
christ_church_000833,4
oxford_002196,12
oxford_001583,12
trinity_000025,15
oxford_002107,12
magdalen_000661,9
oxford_000051,12
christ_church_000329,4
balliol_000033,2
magdalen_000886,9
magdalen_000353,9
christ_church_000593,4
christ_church_001142,4
radcliffe_camera_000311,14
christ_church_000430,4
new_000806,10
ashmolean_000186,1
ashmolean_000087,1
jesus_000315,7
balliol_000105,2
oxford_001454,12
new_000686,10
radcliffe_camera_000308,14
trinity_000382,15
hertford_000024,6
oxford_003385,12
christ_church_000129,4
radcliffe_camera_000116,14
oxford_001251,12
oxford_002357,12
cornmarket_000103,5
oxford_002713,12
radcliffe_camera_000325,14
oxford_001960,12
pitt_rivers_000013,13
oxford_003072,12
oxford_000378,12
oxford_000986,12
radcliffe_camera_000305,14
oxford_002955,12
balliol_000168,2
magdalen_000289,9
new_000294,10
magdalen_000725,9
magdalen_000838,9
magdalen_000167,9
radcliffe_camera_000431,14
ashmolean_000242,1
christ_church_000536,4
oxford_003403,12
trinity_000001,15
oxford_001668,12
christ_church_000911,4
pitt_rivers_000102,13
oxford_001706,12
all_souls_000007,0
magdalen_000200,9
oxford_000493,12
oxford_001440,12
magdalen_000277,9
magdalen_000504,9
jesus_000314,7
oxford_002181,12
christ_church_000159,4
oxford_002991,12
magdalen_000548,9
oxford_000945,12
christ_church_000156,4
radcliffe_camera_000417,14
oxford_002577,12
ashmolean_000256,1
worcester_000129,16
radcliffe_camera_000229,14
new_000829,10
new_001073,10
magdalen_000655,9
oxford_002043,12
christ_church_000070,4
christ_church_000337,4
pitt_rivers_000103,13
magdalen_000175,9
christ_church_000353,4
oxford_003482,12
magdalen_000290,9
oxford_001060,12
magdalen_001101,9
balliol_000031,2
oxford_003248,12
bodleian_000429,3
oxford_001564,12
christ_church_000758,4
trinity_000082,15
magdalen_000045,9
new_000168,10
oxford_003126,12
magdalen_001157,9
oxford_002051,12
oxford_002351,12
trinity_000024,15
oxford_002282,12
radcliffe_camera_000147,14
worcester_000135,16
oxford_001634,12
balliol_000046,2
worcester_000180,16
radcliffe_camera_000036,14
bodleian_000322,3
radcliffe_camera_000483,14
oxford_000095,12
ashmolean_000188,1
hertford_000033,6
oxford_003576,12
new_000137,10
oxford_002650,12
magdalen_001056,9
radcliffe_camera_000031,14
oriel_000037,11
oxford_002679,12
christ_church_000904,4
keble_000172,8
oxford_000987,12
oxford_001755,12
oriel_000071,11
magdalen_000474,9
oxford_000016,12
oxford_001890,12
oxford_002674,12
oxford_001353,12
pitt_rivers_000119,13
oxford_001697,12
bodleian_000015,3
oxford_001992,12
pitt_rivers_000133,13
all_souls_000000,0
oxford_000203,12
oxford_002171,12
oxford_000352,12
new_000447,10
christ_church_000081,4
keble_000228,8
christ_church_000360,4
oxford_000266,12
worcester_000057,16
magdalen_000225,9
radcliffe_camera_000430,14
new_000301,10
balliol_000082,2
new_000983,10
balliol_000055,2
christ_church_000787,4
oxford_002510,12
oxford_000384,12
trinity_000087,15
oxford_000301,12
oxford_002518,12
magdalen_000843,9
magdalen_000174,9
christ_church_000090,4
worcester_000110,16
new_000921,10
all_souls_000003,0
oxford_002015,12
oxford_000785,12
new_001099,10
oxford_001072,12
pitt_rivers_000001,13
oxford_000624,12
oriel_000106,11
oxford_000722,12
magdalen_000179,9
magdalen_001079,9
new_001088,10
magdalen_000302,9
new_000453,10
christ_church_000096,4
oxford_001443,12
christ_church_000912,4
new_000170,10
magdalen_000744,9
balliol_000064,2
christ_church_000854,4
cornmarket_000055,5
balliol_000044,2
magdalen_000879,9
christ_church_000863,4
new_000865,10
trinity_000291,15
magdalen_001156,9
oxford_003568,12
oxford_002106,12
magdalen_000190,9
oxford_001431,12
magdalen_000608,9
oxford_002773,12
oxford_000905,12
cornmarket_000025,5
magdalen_000124,9
new_000683,10
christ_church_000182,4
magdalen_000149,9
oxford_003253,12
oxford_002325,12
hertford_000052,6
magdalen_000136,9
new_000001,10
new_000136,10
magdalen_000089,9
christ_church_000153,4
worcester_000116,16
oxford_000006,12
new_000118,10
all_souls_000084,0
oxford_003062,12
hertford_000023,6
pitt_rivers_000064,13
christ_church_000224,4
oxford_000990,12
trinity_000015,15
oxford_002401,12
oxford_000704,12
new_000281,10
trinity_000297,15
new_000397,10
oxford_003023,12
balliol_000081,2
magdalen_000386,9
pitt_rivers_000007,13
pitt_rivers_000124,13
oxford_000314,12
keble_000066,8
christ_church_000827,4
oxford_000896,12
oxford_002203,12
trinity_000002,15
oxford_001458,12
magdalen_001022,9
worcester_000145,16
pitt_rivers_000196,13
new_000951,10
hertford_000118,6
ashmolean_000124,1
keble_000091,8
oxford_003342,12
magdalen_001011,9
magdalen_000240,9
magdalen_000116,9
ashmolean_000197,1
trinity_000206,15
magdalen_000438,9
christ_church_001143,4
oxford_000106,12
magdalen_000762,9
oxford_000015,12
magdalen_000282,9
magdalen_001026,9
keble_000156,8
pitt_rivers_000136,13
oxford_000992,12
ashmolean_000122,1
christ_church_000852,4
radcliffe_camera_000114,14
christ_church_000310,4
new_000948,10
christ_church_000325,4
oxford_003011,12
new_000161,10
oxford_002038,12
all_souls_000012,0
bodleian_000317,3
all_souls_000144,0
oxford_001243,12
balliol_000027,2
all_souls_000095,0
christ_church_000078,4
new_000340,10
christ_church_000289,4
new_000964,10
ashmolean_000302,1
christ_church_000886,4
oriel_000030,11
oxford_003053,12
new_000739,10
oxford_000113,12
oxford_000582,12
new_000027,10
keble_000103,8
trinity_000108,15
magdalen_000602,9
new_000070,10
pitt_rivers_000076,13
hertford_000071,6
oxford_002591,12
oxford_000754,12
radcliffe_camera_000094,14
new_000290,10
magdalen_000093,9
oxford_001069,12
magdalen_001094,9
new_001062,10
radcliffe_camera_000253,14
new_000227,10
oxford_003466,12
jesus_000287,7
oxford_001106,12
magdalen_000231,9
christ_church_000848,4
radcliffe_camera_000141,14
ashmolean_000314,1
all_souls_000010,0
keble_000034,8
oxford_001894,12
oxford_003597,12
all_souls_000022,0
cornmarket_000114,5
magdalen_000703,9
radcliffe_camera_000515,14
radcliffe_camera_000428,14
magdalen_000790,9
oxford_002327,12
pitt_rivers_000012,13
oxford_001218,12
radcliffe_camera_000138,14
oriel_000082,11
christ_church_000158,4
magdalen_001043,9
balliol_000169,2
oxford_000968,12
magdalen_000694,9
oxford_002054,12
bodleian_000364,3
all_souls_000182,0
bodleian_000056,3
ashmolean_000251,1
new_000705,10
cornmarket_000041,5
magdalen_000741,9
oxford_003577,12
oxford_002508,12
oriel_000004,11
oxford_003307,12
magdalen_000672,9
magdalen_000009,9
magdalen_000986,9
magdalen_000217,9
magdalen_000977,9
pitt_rivers_000127,13
oxford_003506,12
new_000325,10
bodleian_000391,3
oxford_002377,12
oxford_000196,12
oxford_000246,12
magdalen_000316,9
bodleian_000287,3
oxford_001328,12
bodleian_000395,3
pitt_rivers_000065,13
magdalen_000727,9
oxford_003112,12
ashmolean_000252,1
magdalen_000632,9
oxford_002615,12
christ_church_000043,4
trinity_000003,15
christ_church_000400,4
magdalen_000211,9
oxford_001485,12
oxford_003356,12
oxford_003498,12
oxford_002501,12
oxford_000137,12
new_000474,10
oxford_003332,12
oxford_001365,12
oxford_002275,12
oriel_000044,11
oxford_000371,12
ashmolean_000171,1
magdalen_000462,9
magdalen_000969,9
oxford_003055,12
pitt_rivers_000137,13
oxford_002089,12
oxford_002328,12
hertford_000026,6
magdalen_000086,9
new_000950,10
hertford_000089,6
hertford_000123,6
magdalen_000550,9
magdalen_000201,9
oxford_002356,12
cornmarket_000073,5
oxford_002348,12
oxford_003297,12
oriel_000020,11
magdalen_000169,9
oxford_003064,12
balliol_000059,2
ashmolean_000205,1
christ_church_000583,4
magdalen_001152,9
oxford_000188,12
oxford_000570,12
christ_church_000539,4
magdalen_000656,9
bodleian_000388,3
ashmolean_000166,1
keble_000023,8
oxford_002580,12
magdalen_000148,9
magdalen_000058,9
christ_church_000580,4
radcliffe_camera_000480,14
magdalen_000319,9
oxford_000313,12
new_000725,10
radcliffe_camera_000230,14
jesus_000038,7
magdalen_000957,9
new_000589,10
magdalen_000752,9
balliol_000205,2
balliol_000011,2
radcliffe_camera_000221,14
magdalen_000241,9
keble_000088,8
radcliffe_camera_000139,14
oxford_001649,12
oxford_000130,12
ashmolean_000215,1
magdalen_000600,9
oxford_000533,12
pitt_rivers_000009,13
magdalen_000657,9
trinity_000234,15
christ_church_001124,4
oriel_000102,11
all_souls_000055,0
magdalen_000220,9
magdalen_001074,9
ashmolean_000109,1
radcliffe_camera_000509,14
keble_000231,8
oxford_001507,12
christ_church_000830,4
pitt_rivers_000042,13
new_000199,10
oxford_001599,12
oxford_001796,12
new_000884,10
bodleian_000430,3
new_001094,10
radcliffe_camera_000342,14
radcliffe_camera_000259,14
christ_church_000069,4
pitt_rivers_000122,13
bodleian_000107,3
oxford_000859,12
balliol_000122,2
oriel_000049,11
new_000006,10
hertford_000127,6
balliol_000160,2
new_000890,10
oxford_002396,12
oxford_000684,12
jesus_000115,7
oxford_001354,12
radcliffe_camera_000370,14
oxford_002346,12
cornmarket_000136,5
oxford_002623,12
cornmarket_000139,5
trinity_000373,15
oxford_001452,12
oxford_001923,12
oxford_002840,12
oxford_001112,12
magdalen_000359,9
trinity_000008,15
magdalen_000513,9
ashmolean_000326,1
christ_church_000188,4
christ_church_000140,4
radcliffe_camera_000306,14
keble_000250,8
christ_church_001100,4
bodleian_000419,3
oxford_001749,12
magdalen_000671,9
oxford_003521,12
magdalen_000830,9
jesus_000037,7
christ_church_000658,4
balliol_000158,2
radcliffe_camera_000276,14
oxford_002500,12
radcliffe_camera_000481,14
oxford_000546,12
oxford_001965,12
oxford_000318,12
oxford_000179,12
christ_church_000673,4
oxford_002972,12
magdalen_000777,9
oxford_000160,12
magdalen_000875,9
oxford_002334,12
oxford_000404,12
magdalen_000425,9
christ_church_000988,4
hertford_000103,6
oxford_003386,12
bodleian_000052,3
magdalen_000489,9
bodleian_000264,3
radcliffe_camera_000126,14
magdalen_000084,9
jesus_000119,7
oxford_001232,12
new_000339,10
oxford_002277,12
keble_000126,8
christ_church_000185,4
new_000287,10
oxford_003268,12
christ_church_000736,4
keble_000244,8
oxford_000107,12
oxford_002728,12
new_000810,10
christ_church_001018,4
oxford_001732,12
christ_church_001002,4
christ_church_001023,4
oxford_003168,12
oxford_002064,12
magdalen_000164,9
christ_church_000687,4
new_000299,10
christ_church_000813,4
oxford_003331,12
oxford_001951,12
oxford_000036,12
pitt_rivers_000164,13
oxford_000056,12
ashmolean_000260,1
oxford_000440,12
new_000233,10
christ_church_001013,4
magdalen_001039,9
new_000908,10
oxford_001441,12
oxford_003647,12
balliol_000057,2
trinity_000372,15
pitt_rivers_000044,13
jesus_000369,7
radcliffe_camera_000071,14
bodleian_000386,3
oxford_001724,12
oxford_000262,12
magdalen_000452,9
oxford_000770,12
oxford_001758,12
oxford_002302,12
oxford_001029,12
radcliffe_camera_000302,14
magdalen_000954,9
keble_000087,8
oxford_001636,12
christ_church_000363,4
new_000502,10
oxford_001953,12
new_000143,10
oxford_002167,12
bodleian_000366,3
oriel_000105,11
oxford_000759,12
christ_church_000623,4
balliol_000094,2
oxford_002010,12
jesus_000114,7
christ_church_001060,4
oxford_001979,12
oxford_000710,12
bodleian_000378,3
all_souls_000216,0
balliol_000111,2
oxford_000032,12
keble_000173,8
worcester_000136,16
oxford_001517,12
oxford_003122,12
radcliffe_camera_000016,14
magdalen_001020,9
christ_church_000263,4
new_000726,10
oxford_000937,12
oxford_001105,12
oxford_003093,12
new_001036,10
oxford_001535,12
christ_church_000012,4
oxford_001222,12
oxford_003025,12
new_000330,10
oxford_003058,12
keble_000014,8
new_000377,10
oxford_003540,12
radcliffe_camera_000150,14
magdalen_001147,9
christ_church_000125,4
oxford_000944,12
christ_church_000805,4
radcliffe_camera_000128,14
balliol_000138,2
oriel_000065,11
oxford_000733,12
radcliffe_camera_000329,14
hertford_000091,6
christ_church_000443,4
oriel_000042,11
keble_000245,8
new_001090,10
oxford_002084,12
oxford_002572,12
radcliffe_camera_000001,14
magdalen_000572,9
pitt_rivers_000027,13
trinity_000047,15
keble_000223,8
radcliffe_camera_000324,14
new_000556,10
magdalen_000895,9
oxford_000789,12
trinity_000031,15
oxford_002041,12
magdalen_000119,9
oxford_001052,12
trinity_000367,15
oxford_001314,12
oxford_002992,12
new_000818,10
oxford_003622,12
magdalen_000157,9
oxford_001885,12
oxford_001436,12
magdalen_000585,9
bodleian_000417,3
jesus_000025,7
oxford_000726,12
oxford_002819,12
radcliffe_camera_000367,14
oxford_002278,12
bodleian_000341,3
oriel_000045,11
bodleian_000426,3
christ_church_000681,4
magdalen_000660,9
christ_church_000801,4
magdalen_001012,9
christ_church_000311,4
oriel_000052,11
all_souls_000102,0
christ_church_000565,4
trinity_000137,15
oxford_000012,12
christ_church_000161,4
all_souls_000175,0
trinity_000225,15
trinity_000078,15
bodleian_000340,3
pitt_rivers_000077,13
oxford_001044,12
oxford_001764,12
christ_church_000826,4
christ_church_001027,4
all_souls_000176,0
oxford_003477,12
oxford_003127,12
new_000222,10
new_001018,10
oxford_003567,12
magdalen_000614,9
christ_church_000841,4
oxford_000935,12
bodleian_000088,3
oxford_001861,12
oxford_000478,12
oxford_002378,12
christ_church_000684,4
magdalen_000128,9
new_000632,10
christ_church_000108,4
christ_church_000819,4
new_000475,10
radcliffe_camera_000249,14
oxford_002286,12
new_000971,10
oxford_003189,12
oxford_000339,12
oxford_003500,12
bodleian_000170,3
new_000797,10
magdalen_000615,9
bodleian_000408,3
oriel_000072,11
oxford_000762,12
oxford_001607,12
christ_church_000303,4
oxford_001491,12
jesus_000330,7
new_000956,10
ashmolean_000222,1
oxford_002800,12
magdalen_001150,9
oxford_000881,12
worcester_000053,16
radcliffe_camera_000169,14
oxford_000877,12
new_000461,10
magdalen_000765,9
bodleian_000411,3
magdalen_001019,9
magdalen_000610,9
all_souls_000076,0
oxford_000080,12
oxford_002672,12
worcester_000058,16
oxford_002904,12
christ_church_001010,4
magdalen_000026,9
ashmolean_000286,1
christ_church_000446,4
christ_church_000190,4
trinity_000331,15
bodleian_000377,3
oxford_000906,12
ashmolean_000061,1
oxford_000356,12
trinity_000226,15
christ_church_000585,4
new_000192,10
worcester_000062,16
christ_church_000131,4
new_000123,10
magdalen_000335,9
cornmarket_000026,5
all_souls_000202,0
oxford_001152,12
radcliffe_camera_000310,14
radcliffe_camera_000470,14
christ_church_000168,4
oxford_001834,12
trinity_000320,15
christ_church_000274,4
ashmolean_000279,1
oxford_001970,12
new_000760,10
bodleian_000379,3
oxford_000609,12
magdalen_000674,9
christ_church_000449,4
oxford_001217,12
radcliffe_camera_000346,14
christ_church_000586,4
worcester_000059,16
new_000984,10
trinity_000285,15
radcliffe_camera_000025,14
trinity_000122,15
christ_church_000322,4
keble_000246,8
oxford_001042,12
hertford_000021,6
trinity_000058,15
ashmolean_000192,1
oxford_000569,12
christ_church_000364,4
oxford_002369,12
oxford_003474,12
oriel_000005,11
oxford_002551,12
pitt_rivers_000056,13
oxford_003109,12
magdalen_000722,9
all_souls_000091,0
new_000236,10
oxford_001101,12
ashmolean_000007,1
oxford_003226,12
oxford_000082,12
jesus_000278,7
magdalen_000993,9
radcliffe_camera_000033,14
radcliffe_camera_000183,14
oxford_003327,12
magdalen_000159,9
oxford_000540,12
radcliffe_camera_000215,14
christ_church_000051,4
magdalen_000264,9
magdalen_000247,9
oxford_003016,12
magdalen_000508,9
oxford_002370,12
oxford_000144,12
radcliffe_camera_000064,14
oxford_003183,12
magdalen_000599,9
oxford_002893,12
trinity_000173,15
bodleian_000249,3
ashmolean_000336,1
oxford_003624,12
oxford_001066,12
magdalen_000803,9
radcliffe_camera_000053,14
worcester_000094,16
new_000917,10
magdalen_000809,9
oxford_000385,12
bodleian_000237,3
magdalen_000792,9
magdalen_000224,9
oxford_002374,12
oxford_000601,12
ashmolean_000153,1
magdalen_000709,9
jesus_000071,7
oriel_000001,11
bodleian_000246,3
magdalen_000493,9
new_000150,10
oxford_001079,12
oxford_001007,12
christ_church_001053,4
oxford_001775,12
bodleian_000367,3
oxford_002016,12
magdalen_000688,9
ashmolean_000245,1
oxford_003353,12
magdalen_000122,9
pitt_rivers_000040,13
christ_church_000271,4
radcliffe_camera_000463,14
oxford_000396,12
oxford_001115,12
ashmolean_000276,1
oxford_000638,12
magdalen_000223,9
new_000825,10
magdalen_000864,9
oxford_001219,12
christ_church_000698,4
radcliffe_camera_000286,14
oxford_001120,12
magdalen_000617,9
christ_church_000738,4
worcester_000115,16
oxford_003033,12
oxford_000460,12
keble_000183,8
oxford_003104,12
oxford_000521,12
cornmarket_000132,5
radcliffe_camera_000217,14
magdalen_001045,9
oxford_000803,12
oxford_003079,12
trinity_000062,15
oxford_002837,12
oxford_000681,12
magdalen_000039,9
bodleian_000152,3
trinity_000212,15
oxford_001930,12
pitt_rivers_000006,13
radcliffe_camera_000390,14
christ_church_000790,4
cornmarket_000138,5
new_000960,10
oxford_001838,12
hertford_000010,6
magdalen_000032,9
oxford_001832,12
magdalen_000219,9
keble_000028,8
magdalen_000870,9
worcester_000132,16
worcester_000178,16
oxford_000900,12
trinity_000174,15
new_000649,10
oxford_000825,12
keble_000025,8
new_000275,10
new_000670,10
oxford_000646,12
oxford_002471,12
magdalen_000643,9
christ_church_000895,4
radcliffe_camera_000160,14
oxford_001228,12
magdalen_000132,9
magdalen_000979,9
oxford_001667,12
bodleian_000163,3
oriel_000002,11
christ_church_000042,4
jesus_000015,7
ashmolean_000196,1
pitt_rivers_000005,13
christ_church_000407,4
pitt_rivers_000140,13
bodleian_000360,3
christ_church_000821,4
oxford_002778,12
new_000369,10
keble_000059,8
new_000473,10
new_001066,10
christ_church_000143,4
oxford_001461,12
new_000454,10
radcliffe_camera_000057,14
oxford_003037,12
trinity_000095,15
ashmolean_000304,1
oxford_000545,12
magdalen_000158,9
oxford_001803,12
pitt_rivers_000120,13
radcliffe_camera_000027,14
balliol_000020,2
jesus_000161,7
new_000063,10
magdalen_000177,9
new_001031,10
all_souls_000161,0
oxford_002198,12
magdalen_000827,9
bodleian_000318,3
balliol_000058,2
trinity_000068,15
oxford_001487,12
trinity_000129,15
christ_church_000675,4
christ_church_001036,4
balliol_000090,2
christ_church_000767,4
cornmarket_000102,5
oxford_000009,12
radcliffe_camera_000029,14
oxford_002400,12
trinity_000299,15
christ_church_000900,4
magdalen_000192,9
oxford_002678,12
ashmolean_000230,1
trinity_000096,15
jesus_000055,7
oxford_001282,12
new_000613,10
oxford_003108,12
christ_church_000858,4
oxford_003228,12
oxford_001723,12
keble_000168,8
magdalen_000565,9
oxford_001274,12
all_souls_000146,0
oxford_000402,12
christ_church_000728,4
new_000961,10
jesus_000333,7
hertford_000086,6
new_000361,10
oriel_000041,11
magdalen_000509,9
ashmolean_000063,1
magdalen_000496,9
new_000808,10
bodleian_000303,3
new_000106,10
oxford_001191,12
bodleian_000412,3
oxford_001096,12
oxford_000017,12
oxford_002787,12
keble_000164,8
cornmarket_000105,5
magdalen_000579,9
radcliffe_camera_000373,14
oxford_001118,12
new_000360,10
ashmolean_000203,1
magdalen_000528,9
christ_church_000239,4
new_001057,10
magdalen_001063,9
new_000853,10
christ_church_000870,4
balliol_000121,2
oxford_003263,12
trinity_000076,15
oxford_002146,12
oxford_001494,12
radcliffe_camera_000228,14
christ_church_000423,4
new_000996,10
new_000793,10
christ_church_000602,4
magdalen_001048,9
all_souls_000183,0
oxford_002037,12
oxford_000919,12
oxford_003430,12
pitt_rivers_000163,13
balliol_000153,2
oxford_000332,12
oxford_002032,12
christ_church_000973,4
